update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,674.292636283704,3,0.18363715211550394,0.3063805080765963,0.0,0.859375,52.916666666666664,18.726652130052504,10.0,64.0,1.913738876581192,0.06012658914551139,-0.026741307927295566,0.014434811077080667,0.10382440938401769,0.18363715211550394,0.3063805080765963,0.0,0.859375
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,768.8463754479974,5,0.1766927076710595,0.27562625118317785,0.0,0.859375,53.80555555555556,16.621304007615652,10.0,64.0,1.9257199466228485,0.07848338736221194,-0.0157648294698447,0.010232970351353288,0.06095988640705555,0.1766927076710595,0.27562625118317785,0.0,0.859375
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,14.405984555187782,147,0.13035037842663852,0.26575365261040707,0.0,0.957812488079071,56.45454545454545,16.326388583741593,3.0,64.0,1.9073579013347626,0.057212130166590214,0.002379746685619466,0.005527613451704383,0.036203483585485405,0.13035037842663852,0.26575365261040707,0.0,0.957812488079071
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,740.5757647106495,150,0.2363671876490116,0.375665261667507,0.0,0.971875011920929,49.325,23.599139285151907,2.0,64.0,1.905842125415802,0.07185504958033562,-0.007315460097743198,0.013255646917968988,0.09741847668989315,0.2363671876490116,0.375665261667507,0.0,0.971875011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,765.2530928620764,153,0.22343750116301747,0.3431539336400724,0.0,0.9156249761581421,50.36585365853659,21.262306161271812,6.0,64.0,1.8941603600978851,0.06583106145262718,-0.02781651576515287,0.01371553901117295,0.0922485849147653,0.22343750116301747,0.3431539336400724,0.0,0.9156249761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
